FECHA,TIMESTAMP,TIPO_VIAJERO,PUNTO_TURISTICO,RESIDENCIA,VIAJEROS,PERNOCTACIONES
2018-10-01,1538344800000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,12807,56155
2018-11-01,1541026800000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,17684,76714
2018-12-01,1543618800000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,18013,71742
2019-01-01,1546297200000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,19084,76579
2019-02-01,1548975600000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,17635,78301
2019-03-01,1551394800000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,19424,73234
2019-04-01,1554069600000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,11425,45086
2019-05-01,1556661600000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,7546,34447
2019-06-01,1559340000000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,7461,33963
2019-07-01,1561932000000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,8831,42655
2019-08-01,1564610400000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,10022,52111
2019-09-01,1567288800000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,8936,41605
2019-10-01,1569880800000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,10352,42213
2019-11-01,1572562800000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,14834,65035
2019-12-01,1575154800000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,13735,61658
2020-01-01,1577833200000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,14957,67104
2020-02-01,1580511600000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,16327,58636
2020-03-01,1583017200000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,8417,33858
2020-04-01,1585692000000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,0,0
2020-05-01,1588284000000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,,
2020-06-01,1590962400000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,,
2020-07-01,1593554400000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,2387,6921
2020-08-01,1596232800000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,2373,11028
2020-09-01,1598911200000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,2609,12843
2020-10-01,1601503200000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,3204,17164
2020-11-01,1604185200000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,5159,25289
2020-12-01,1606777200000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,5780,27842
2021-01-01,1609455600000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,4201,19214
2021-02-01,1612134000000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,3694,17850
2021-03-01,1614553200000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,4399,20641
2021-04-01,1617228000000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,4122,18223
2021-05-01,1619820000000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,4591,22064
2021-06-01,1622498400000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,4664,19661
2021-07-01,1625090400000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,7325,32052
2021-08-01,1627768800000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,8753,40001
2021-09-01,1630447200000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,7575,37348
2021-10-01,1633039200000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,11253,49012
2021-11-01,1635721200000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,17484,77606
2021-12-01,1638313200000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,16870,80827
2022-01-01,1640991600000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,16870,76618
2022-02-01,1643670000000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,17588,74824
2022-03-01,1646089200000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,16053,73896
2022-04-01,1648764000000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,12201,50228
2022-05-01,1651356000000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,9944,37754
2022-06-01,1654034400000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,9831,37692
2022-07-01,1656626400000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,10288,42512
2022-08-01,1659304800000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,11219,55403
2022-09-01,1661983200000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,11761,46766
2022-10-01,1664575200000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,11675,46002
2022-11-01,1667257200000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,20465,80567
2022-12-01,1669849200000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,22134,81396
2023-01-01,1672527600000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,21837,90097
2023-02-01,1675206000000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,18995,80042
2023-03-01,1677625200000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,18908,71545
2023-04-01,1680300000000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,13108,48287
2023-05-01,1682892000000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,9590,39215
2023-06-01,1685570400000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,9458,38083
2023-07-01,1688162400000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,10554,49858
2023-08-01,1690840800000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,12988,65653
2023-09-01,1693519200000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,10706,49195
2023-10-01,1696111200000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,14920,59953
2023-11-01,1698793200000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,21311,91296
2023-12-01,1701385200000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,21254,93174
2024-01-01,1704063600000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,24128,96298
2024-02-01,1706742000000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,21252,95090
2024-03-01,1709247600000,Nacional,Las Palmas De Gran Canaria,Residentes en el extranjero,22169,95270
2005-01-01,1104534000000,Nacional,San Bartolomé De Tirajana,Residentes en España,6371,39686
2005-02-01,1107212400000,Nacional,San Bartolomé De Tirajana,Residentes en España,6613,32599
2005-03-01,1109631600000,Nacional,San Bartolomé De Tirajana,Residentes en España,17753,66815
2005-04-01,1112306400000,Nacional,San Bartolomé De Tirajana,Residentes en España,13383,52032
2005-05-01,1114898400000,Nacional,San Bartolomé De Tirajana,Residentes en España,15546,53543
2005-06-01,1117576800000,Nacional,San Bartolomé De Tirajana,Residentes en España,16569,68108
2005-07-01,1120168800000,Nacional,San Bartolomé De Tirajana,Residentes en España,21341,104736
2005-08-01,1122847200000,Nacional,San Bartolomé De Tirajana,Residentes en España,29195,176671
2005-09-01,1125525600000,Nacional,San Bartolomé De Tirajana,Residentes en España,17811,102083
2005-10-01,1128117600000,Nacional,San Bartolomé De Tirajana,Residentes en España,13117,71467
2005-11-01,1130799600000,Nacional,San Bartolomé De Tirajana,Residentes en España,7481,45776
2005-12-01,1133391600000,Nacional,San Bartolomé De Tirajana,Residentes en España,8792,47835
2006-01-01,1136070000000,Nacional,San Bartolomé De Tirajana,Residentes en España,9424,56104
2006-02-01,1138748400000,Nacional,San Bartolomé De Tirajana,Residentes en España,9873,47051
2006-03-01,1141167600000,Nacional,San Bartolomé De Tirajana,Residentes en España,16019,64250
2006-04-01,1143842400000,Nacional,San Bartolomé De Tirajana,Residentes en España,30112,108303
2006-05-01,1146434400000,Nacional,San Bartolomé De Tirajana,Residentes en España,19638,88759
2006-06-01,1149112800000,Nacional,San Bartolomé De Tirajana,Residentes en España,22102,97684
2006-07-01,1151704800000,Nacional,San Bartolomé De Tirajana,Residentes en España,30164,156529
2006-08-01,1154383200000,Nacional,San Bartolomé De Tirajana,Residentes en España,35979,211953
2006-09-01,1157061600000,Nacional,San Bartolomé De Tirajana,Residentes en España,29232,134065
2006-10-01,1159653600000,Nacional,San Bartolomé De Tirajana,Residentes en España,19972,93356
2006-11-01,1162335600000,Nacional,San Bartolomé De Tirajana,Residentes en España,12566,57295
2006-12-01,1164927600000,Nacional,San Bartolomé De Tirajana,Residentes en España,16668,69389
2007-01-01,1167606000000,Nacional,San Bartolomé De Tirajana,Residentes en España,9439,53832
2007-02-01,1170284400000,Nacional,San Bartolomé De Tirajana,Residentes en España,11349,54428
2007-03-01,1172703600000,Nacional,San Bartolomé De Tirajana,Residentes en España,16537,58298
2007-04-01,1175378400000,Nacional,San Bartolomé De Tirajana,Residentes en España,30136,126712
2007-05-01,1177970400000,Nacional,San Bartolomé De Tirajana,Residentes en España,23672,84592
2007-06-01,1180648800000,Nacional,San Bartolomé De Tirajana,Residentes en España,29422,126202
2007-07-01,1183240800000,Nacional,San Bartolomé De Tirajana,Residentes en España,34641,178149
2007-08-01,1185919200000,Nacional,San Bartolomé De Tirajana,Residentes en España,45178,262237
2007-09-01,1188597600000,Nacional,San Bartolomé De Tirajana,Residentes en España,31145,161773
2007-10-01,1191189600000,Nacional,San Bartolomé De Tirajana,Residentes en España,25794,125425
2007-11-01,1193871600000,Nacional,San Bartolomé De Tirajana,Residentes en España,17654,79951
2007-12-01,1196463600000,Nacional,San Bartolomé De Tirajana,Residentes en España,18757,75092
2008-01-01,1199142000000,Nacional,San Bartolomé De Tirajana,Residentes en España,13194,78453
2008-02-01,1201820400000,Nacional,San Bartolomé De Tirajana,Residentes en España,19539,79995
2008-03-01,1204326000000,Nacional,San Bartolomé De Tirajana,Residentes en España,22552,108889
2008-04-01,1207000800000,Nacional,San Bartolomé De Tirajana,Residentes en España,27074,99149
2008-05-01,1209592800000,Nacional,San Bartolomé De Tirajana,Residentes en España,32124,133572
2008-06-01,1212271200000,Nacional,San Bartolomé De Tirajana,Residentes en España,29170,127892
2008-07-01,1214863200000,Nacional,San Bartolomé De Tirajana,Residentes en España,35703,159806
2008-08-01,1217541600000,Nacional,San Bartolomé De Tirajana,Residentes en España,43687,259306
2008-09-01,1220220000000,Nacional,San Bartolomé De Tirajana,Residentes en España,33208,164208
2008-10-01,1222812000000,Nacional,San Bartolomé De Tirajana,Residentes en España,16886,92373
2008-11-01,1225494000000,Nacional,San Bartolomé De Tirajana,Residentes en España,15246,75425
2008-12-01,1228086000000,Nacional,San Bartolomé De Tirajana,Residentes en España,16731,69867
2009-01-01,1230764400000,Nacional,San Bartolomé De Tirajana,Residentes en España,10229,66354
2009-02-01,1233442800000,Nacional,San Bartolomé De Tirajana,Residentes en España,12066,53578
2009-03-01,1235862000000,Nacional,San Bartolomé De Tirajana,Residentes en España,14873,62551
2009-04-01,1238536800000,Nacional,San Bartolomé De Tirajana,Residentes en España,28746,117579
2009-05-01,1241128800000,Nacional,San Bartolomé De Tirajana,Residentes en España,23841,96656
2009-06-01,1243807200000,Nacional,San Bartolomé De Tirajana,Residentes en España,28972,113584
2009-07-01,1246399200000,Nacional,San Bartolomé De Tirajana,Residentes en España,44948,199999
2009-08-01,1249077600000,Nacional,San Bartolomé De Tirajana,Residentes en España,47784,261695
2009-09-01,1251756000000,Nacional,San Bartolomé De Tirajana,Residentes en España,28932,136443
2009-10-01,1254348000000,Nacional,San Bartolomé De Tirajana,Residentes en España,25592,107075
2009-11-01,1257030000000,Nacional,San Bartolomé De Tirajana,Residentes en España,16539,95817
2009-12-01,1259622000000,Nacional,San Bartolomé De Tirajana,Residentes en España,22209,95496
2010-01-01,1262300400000,Nacional,San Bartolomé De Tirajana,Residentes en España,19170,101981
2010-02-01,1264978800000,Nacional,San Bartolomé De Tirajana,Residentes en España,13894,76063
2010-03-01,1267398000000,Nacional,San Bartolomé De Tirajana,Residentes en España,21032,85363
2010-04-01,1270072800000,Nacional,San Bartolomé De Tirajana,Residentes en España,24633,120699
2010-05-01,1272664800000,Nacional,San Bartolomé De Tirajana,Residentes en España,36835,139134
2010-06-01,1275343200000,Nacional,San Bartolomé De Tirajana,Residentes en España,37891,157583
2010-07-01,1277935200000,Nacional,San Bartolomé De Tirajana,Residentes en España,40672,194203
2010-08-01,1280613600000,Nacional,San Bartolomé De Tirajana,Residentes en España,48036,277500
2010-09-01,1283292000000,Nacional,San Bartolomé De Tirajana,Residentes en España,33534,144506
2010-10-01,1285884000000,Nacional,San Bartolomé De Tirajana,Residentes en España,34230,139732
2010-11-01,1288566000000,Nacional,San Bartolomé De Tirajana,Residentes en España,17159,87466
2010-12-01,1291158000000,Nacional,San Bartolomé De Tirajana,Residentes en España,20366,87621
2011-01-01,1293836400000,Nacional,San Bartolomé De Tirajana,Residentes en España,16187,82773
2011-02-01,1296514800000,Nacional,San Bartolomé De Tirajana,Residentes en España,11801,61800
2011-03-01,1298934000000,Nacional,San Bartolomé De Tirajana,Residentes en España,17140,79024
2011-04-01,1301608800000,Nacional,San Bartolomé De Tirajana,Residentes en España,26125,118475
2011-05-01,1304200800000,Nacional,San Bartolomé De Tirajana,Residentes en España,30351,118748
2011-06-01,1306879200000,Nacional,San Bartolomé De Tirajana,Residentes en España,36369,156012
2011-07-01,1309471200000,Nacional,San Bartolomé De Tirajana,Residentes en España,43484,200926
2011-08-01,1312149600000,Nacional,San Bartolomé De Tirajana,Residentes en España,48623,282278
2011-09-01,1314828000000,Nacional,San Bartolomé De Tirajana,Residentes en España,28675,140730
2011-10-01,1317420000000,Nacional,San Bartolomé De Tirajana,Residentes en España,29973,131294
2011-11-01,1320102000000,Nacional,San Bartolomé De Tirajana,Residentes en España,13756,67879
2011-12-01,1322694000000,Nacional,San Bartolomé De Tirajana,Residentes en España,16955,84112
2012-01-01,1325372400000,Nacional,San Bartolomé De Tirajana,Residentes en España,12379,75503
2012-02-01,1328050800000,Nacional,San Bartolomé De Tirajana,Residentes en España,12627,64830
2012-03-01,1330556400000,Nacional,San Bartolomé De Tirajana,Residentes en España,16196,62848
2012-04-01,1333231200000,Nacional,San Bartolomé De Tirajana,Residentes en España,25793,115336
2012-05-01,1335823200000,Nacional,San Bartolomé De Tirajana,Residentes en España,23047,97147
2012-06-01,1338501600000,Nacional,San Bartolomé De Tirajana,Residentes en España,37878,158106
2012-07-01,1341093600000,Nacional,San Bartolomé De Tirajana,Residentes en España,40522,199416
2012-08-01,1343772000000,Nacional,San Bartolomé De Tirajana,Residentes en España,49097,271389
2012-09-01,1346450400000,Nacional,San Bartolomé De Tirajana,Residentes en España,30209,146922
2012-10-01,1349042400000,Nacional,San Bartolomé De Tirajana,Residentes en España,25892,113995
2012-11-01,1351724400000,Nacional,San Bartolomé De Tirajana,Residentes en España,11237,65786
2012-12-01,1354316400000,Nacional,San Bartolomé De Tirajana,Residentes en España,11044,55003
2013-01-01,1356994800000,Nacional,San Bartolomé De Tirajana,Residentes en España,10131,65696
2013-02-01,1359673200000,Nacional,San Bartolomé De Tirajana,Residentes en España,15107,64108
2013-03-01,1362092400000,Nacional,San Bartolomé De Tirajana,Residentes en España,20423,86533
2013-04-01,1364767200000,Nacional,San Bartolomé De Tirajana,Residentes en España,12953,72581
2013-05-01,1367359200000,Nacional,San Bartolomé De Tirajana,Residentes en España,27535,121323
2013-06-01,1370037600000,Nacional,San Bartolomé De Tirajana,Residentes en España,36327,144368
2013-07-01,1372629600000,Nacional,San Bartolomé De Tirajana,Residentes en España,41979,207049
2013-08-01,1375308000000,Nacional,San Bartolomé De Tirajana,Residentes en España,49399,259617
2013-09-01,1377986400000,Nacional,San Bartolomé De Tirajana,Residentes en España,34577,160990
2013-10-01,1380578400000,Nacional,San Bartolomé De Tirajana,Residentes en España,20942,114377
2013-11-01,1383260400000,Nacional,San Bartolomé De Tirajana,Residentes en España,16224,89901
2013-12-01,1385852400000,Nacional,San Bartolomé De Tirajana,Residentes en España,14827,76631
2014-01-01,1388530800000,Nacional,San Bartolomé De Tirajana,Residentes en España,11445,79260
2014-02-01,1391209200000,Nacional,San Bartolomé De Tirajana,Residentes en España,12839,68244
2014-03-01,1393628400000,Nacional,San Bartolomé De Tirajana,Residentes en España,12804,56487
2014-04-01,1396303200000,Nacional,San Bartolomé De Tirajana,Residentes en España,24361,107073
2014-05-01,1398895200000,Nacional,San Bartolomé De Tirajana,Residentes en España,25203,112373
2014-06-01,1401573600000,Nacional,San Bartolomé De Tirajana,Residentes en España,34736,139681
2014-07-01,1404165600000,Nacional,San Bartolomé De Tirajana,Residentes en España,40487,192507
2014-08-01,1406844000000,Nacional,San Bartolomé De Tirajana,Residentes en España,46430,237078
2014-09-01,1409522400000,Nacional,San Bartolomé De Tirajana,Residentes en España,29961,145769
2014-10-01,1412114400000,Nacional,San Bartolomé De Tirajana,Residentes en España,20294,104311
2014-11-01,1414796400000,Nacional,San Bartolomé De Tirajana,Residentes en España,10267,53970
2014-12-01,1417388400000,Nacional,San Bartolomé De Tirajana,Residentes en España,12588,73161
2015-01-01,1420066800000,Nacional,San Bartolomé De Tirajana,Residentes en España,9623,72774
2015-02-01,1422745200000,Nacional,San Bartolomé De Tirajana,Residentes en España,10500,62314
2015-03-01,1425164400000,Nacional,San Bartolomé De Tirajana,Residentes en España,11395,51260
2015-04-01,1427839200000,Nacional,San Bartolomé De Tirajana,Residentes en España,26018,111422
2015-05-01,1430431200000,Nacional,San Bartolomé De Tirajana,Residentes en España,31062,120851
2015-06-01,1433109600000,Nacional,San Bartolomé De Tirajana,Residentes en España,35213,142133
2015-07-01,1435701600000,Nacional,San Bartolomé De Tirajana,Residentes en España,37736,182090
2015-08-01,1438380000000,Nacional,San Bartolomé De Tirajana,Residentes en España,39677,231612
2015-09-01,1441058400000,Nacional,San Bartolomé De Tirajana,Residentes en España,28999,136262
2015-10-01,1443650400000,Nacional,San Bartolomé De Tirajana,Residentes en España,17143,88603
2015-11-01,1446332400000,Nacional,San Bartolomé De Tirajana,Residentes en España,7931,48154
2015-12-01,1448924400000,Nacional,San Bartolomé De Tirajana,Residentes en España,13038,58697
2016-01-01,1451602800000,Nacional,San Bartolomé De Tirajana,Residentes en España,9581,67552
2016-02-01,1454281200000,Nacional,San Bartolomé De Tirajana,Residentes en España,9056,49187
2016-03-01,1456786800000,Nacional,San Bartolomé De Tirajana,Residentes en España,13760,72470
2016-04-01,1459461600000,Nacional,San Bartolomé De Tirajana,Residentes en España,19699,88271
2016-05-01,1462053600000,Nacional,San Bartolomé De Tirajana,Residentes en España,26369,113211
2016-06-01,1464732000000,Nacional,San Bartolomé De Tirajana,Residentes en España,28141,120047
2016-07-01,1467324000000,Nacional,San Bartolomé De Tirajana,Residentes en España,34644,182358
2016-08-01,1470002400000,Nacional,San Bartolomé De Tirajana,Residentes en España,39390,236297
2016-09-01,1472680800000,Nacional,San Bartolomé De Tirajana,Residentes en España,22313,121965
2016-10-01,1475272800000,Nacional,San Bartolomé De Tirajana,Residentes en España,16792,80394
2016-11-01,1477954800000,Nacional,San Bartolomé De Tirajana,Residentes en España,9881,52815
2016-12-01,1480546800000,Nacional,San Bartolomé De Tirajana,Residentes en España,12747,65183
2017-01-01,1483225200000,Nacional,San Bartolomé De Tirajana,Residentes en España,9737,58843
2017-02-01,1485903600000,Nacional,San Bartolomé De Tirajana,Residentes en España,9028,47537
2017-03-01,1488322800000,Nacional,San Bartolomé De Tirajana,Residentes en España,10935,54429
2017-04-01,1490997600000,Nacional,San Bartolomé De Tirajana,Residentes en España,25007,91675
2017-05-01,1493589600000,Nacional,San Bartolomé De Tirajana,Residentes en España,24743,97784
2017-06-01,1496268000000,Nacional,San Bartolomé De Tirajana,Residentes en España,22339,111489
2017-07-01,1498860000000,Nacional,San Bartolomé De Tirajana,Residentes en España,32144,159392
2017-08-01,1501538400000,Nacional,San Bartolomé De Tirajana,Residentes en España,40839,239088
2017-09-01,1504216800000,Nacional,San Bartolomé De Tirajana,Residentes en España,24799,128567
2017-10-01,1506808800000,Nacional,San Bartolomé De Tirajana,Residentes en España,17157,81985
2017-11-01,1509490800000,Nacional,San Bartolomé De Tirajana,Residentes en España,9534,49695
2017-12-01,1512082800000,Nacional,San Bartolomé De Tirajana,Residentes en España,13030,60741
2018-01-01,1514761200000,Nacional,San Bartolomé De Tirajana,Residentes en España,8743,50501
2018-02-01,1517439600000,Nacional,San Bartolomé De Tirajana,Residentes en España,8530,44324
2018-03-01,1519858800000,Nacional,San Bartolomé De Tirajana,Residentes en España,17073,72007
2018-04-01,1522533600000,Nacional,San Bartolomé De Tirajana,Residentes en España,21050,85035
2018-05-01,1525125600000,Nacional,San Bartolomé De Tirajana,Residentes en España,22966,93388
2018-06-01,1527804000000,Nacional,San Bartolomé De Tirajana,Residentes en España,29830,118969
2018-07-01,1530396000000,Nacional,San Bartolomé De Tirajana,Residentes en España,35848,169498
2018-08-01,1533074400000,Nacional,San Bartolomé De Tirajana,Residentes en España,43085,240305
2018-09-01,1535752800000,Nacional,San Bartolomé De Tirajana,Residentes en España,30019,140199
2018-10-01,1538344800000,Nacional,San Bartolomé De Tirajana,Residentes en España,21222,88579
2018-11-01,1541026800000,Nacional,San Bartolomé De Tirajana,Residentes en España,10056,50574
2018-12-01,1543618800000,Nacional,San Bartolomé De Tirajana,Residentes en España,15615,63860
2019-01-01,1546297200000,Nacional,San Bartolomé De Tirajana,Residentes en España,9596,50223
2019-02-01,1548975600000,Nacional,San Bartolomé De Tirajana,Residentes en España,9879,39668
2019-03-01,1551394800000,Nacional,San Bartolomé De Tirajana,Residentes en España,16018,54825
2019-04-01,1554069600000,Nacional,San Bartolomé De Tirajana,Residentes en España,28308,102647
2019-05-01,1556661600000,Nacional,San Bartolomé De Tirajana,Residentes en España,31560,111837
2019-06-01,1559340000000,Nacional,San Bartolomé De Tirajana,Residentes en España,37955,156147
2019-07-01,1561932000000,Nacional,San Bartolomé De Tirajana,Residentes en España,45720,195032
2019-08-01,1564610400000,Nacional,San Bartolomé De Tirajana,Residentes en España,49321,254792
2019-09-01,1567288800000,Nacional,San Bartolomé De Tirajana,Residentes en España,34924,149908
2019-10-01,1569880800000,Nacional,San Bartolomé De Tirajana,Residentes en España,20548,84834
2019-11-01,1572562800000,Nacional,San Bartolomé De Tirajana,Residentes en España,13276,57103
2019-12-01,1575154800000,Nacional,San Bartolomé De Tirajana,Residentes en España,15562,61875
2020-01-01,1577833200000,Nacional,San Bartolomé De Tirajana,Residentes en España,10563,52728
2020-02-01,1580511600000,Nacional,San Bartolomé De Tirajana,Residentes en España,14677,49123
2020-03-01,1583017200000,Nacional,San Bartolomé De Tirajana,Residentes en España,5987,22693
2020-04-01,1585692000000,Nacional,San Bartolomé De Tirajana,Residentes en España,0,0
2020-05-01,1588284000000,Nacional,San Bartolomé De Tirajana,Residentes en España,,
2020-06-01,1590962400000,Nacional,San Bartolomé De Tirajana,Residentes en España,,
2020-07-01,1593554400000,Nacional,San Bartolomé De Tirajana,Residentes en España,24218,95554
2020-08-01,1596232800000,Nacional,San Bartolomé De Tirajana,Residentes en España,51634,206281
2020-09-01,1598911200000,Nacional,San Bartolomé De Tirajana,Residentes en España,35262,124361
2020-10-01,1601503200000,Nacional,San Bartolomé De Tirajana,Residentes en España,23177,73547
2020-11-01,1604185200000,Nacional,San Bartolomé De Tirajana,Residentes en España,8020,23869
2020-12-01,1606777200000,Nacional,San Bartolomé De Tirajana,Residentes en España,10537,33682
2021-01-01,1609455600000,Nacional,San Bartolomé De Tirajana,Residentes en España,5595,18300
2021-02-01,1612134000000,Nacional,San Bartolomé De Tirajana,Residentes en España,9509,20521
2021-03-01,1614553200000,Nacional,San Bartolomé De Tirajana,Residentes en España,12192,26881
2021-04-01,1617228000000,Nacional,San Bartolomé De Tirajana,Residentes en España,20203,51671
2021-05-01,1619820000000,Nacional,San Bartolomé De Tirajana,Residentes en España,24638,68516
2021-06-01,1622498400000,Nacional,San Bartolomé De Tirajana,Residentes en España,35096,113262
2021-07-01,1625090400000,Nacional,San Bartolomé De Tirajana,Residentes en España,48453,194987
2021-08-01,1627768800000,Nacional,San Bartolomé De Tirajana,Residentes en España,68334,316987
2021-09-01,1630447200000,Nacional,San Bartolomé De Tirajana,Residentes en España,41070,169291
2021-10-01,1633039200000,Nacional,San Bartolomé De Tirajana,Residentes en España,27986,102213
2021-11-01,1635721200000,Nacional,San Bartolomé De Tirajana,Residentes en España,12938,57366
2021-12-01,1638313200000,Nacional,San Bartolomé De Tirajana,Residentes en España,16328,71454
2022-01-01,1640991600000,Nacional,San Bartolomé De Tirajana,Residentes en España,10171,46642
2022-02-01,1643670000000,Nacional,San Bartolomé De Tirajana,Residentes en España,15113,53651
2022-03-01,1646089200000,Nacional,San Bartolomé De Tirajana,Residentes en España,15456,60746
2022-04-01,1648764000000,Nacional,San Bartolomé De Tirajana,Residentes en España,29442,106195
2022-05-01,1651356000000,Nacional,San Bartolomé De Tirajana,Residentes en España,36329,127282
2022-06-01,1654034400000,Nacional,San Bartolomé De Tirajana,Residentes en España,46559,165861
2022-07-01,1656626400000,Nacional,San Bartolomé De Tirajana,Residentes en España,48776,217478
2022-08-01,1659304800000,Nacional,San Bartolomé De Tirajana,Residentes en España,51978,253450
2022-09-01,1661983200000,Nacional,San Bartolomé De Tirajana,Residentes en España,36489,154553
2022-10-01,1664575200000,Nacional,San Bartolomé De Tirajana,Residentes en España,23818,109651
2022-11-01,1667257200000,Nacional,San Bartolomé De Tirajana,Residentes en España,13903,73399
2022-12-01,1669849200000,Nacional,San Bartolomé De Tirajana,Residentes en España,18365,82460
2023-01-01,1672527600000,Nacional,San Bartolomé De Tirajana,Residentes en España,12897,65057
2023-02-01,1675206000000,Nacional,San Bartolomé De Tirajana,Residentes en España,11780,52611
2023-03-01,1677625200000,Nacional,San Bartolomé De Tirajana,Residentes en España,16842,58206
2023-04-01,1680300000000,Nacional,San Bartolomé De Tirajana,Residentes en España,34272,121980
2023-05-01,1682892000000,Nacional,San Bartolomé De Tirajana,Residentes en España,33156,115844
2023-06-01,1685570400000,Nacional,San Bartolomé De Tirajana,Residentes en España,39533,146914
2023-07-01,1688162400000,Nacional,San Bartolomé De Tirajana,Residentes en España,48972,218735
2023-08-01,1690840800000,Nacional,San Bartolomé De Tirajana,Residentes en España,50982,243980
2023-09-01,1693519200000,Nacional,San Bartolomé De Tirajana,Residentes en España,36802,167522
2023-10-01,1696111200000,Nacional,San Bartolomé De Tirajana,Residentes en España,26408,115251
2023-11-01,1698793200000,Nacional,San Bartolomé De Tirajana,Residentes en España,10467,52632
2023-12-01,1701385200000,Nacional,San Bartolomé De Tirajana,Residentes en España,19532,83466
2024-01-01,1704063600000,Nacional,San Bartolomé De Tirajana,Residentes en España,15802,98687
2024-02-01,1706742000000,Nacional,San Bartolomé De Tirajana,Residentes en España,16400,84663
2024-03-01,1709247600000,Nacional,San Bartolomé De Tirajana,Residentes en España,21644,78102
2005-01-01,1104534000000,Nacional,San Bartolomé De Tirajana,Residentes en el extranjero,61359,626633
2005-02-01,1107212400000,Nacional,San Bartolomé De Tirajana,Residentes en el extranjero,58196,552006
2005-03-01,1109631600000,Nacional,San Bartolomé De Tirajana,Residentes en el extranjero,59457,574950
2005-04-01,1112306400000,Nacional,San Bartolomé De Tirajana,Residentes en el extranjero,47949,476841
2005-05-01,1114898400000,Nacional,San Bartolomé De Tirajana,Residentes en el extranjero,46569,442101
